"","x"
"suspects",0
"suspend",3.9861879650463
"suspended",3.51602764126623
"suspending",1
"suspends",1
"suspense",0
"suspension",3.88768218738661
"suspensions",1
"suspicion",0
"suspicious",0
"sustain",2
"sustained",2.64643934467102
"sustaining",0
"sutcliffe",1
"sutherland",0
"suzanne",0
"suzhou",0
"suzuki",0
"svb",0
"svp",1.58496250072116
"svrx",0
"swad",0
"swap",1.83131706968804
"swaps",1.06127812445913
"sweaters",0
"sweden",0
"sweep",1
"sweep”",0
"sweepings",0
"sweeps",0
"swift",0
"swiley",0
"swing",0.18613136041282
"swipe",0
"swipes",0
"swiping",0
"switchboard",0
"switches",1.52192809488736
"switzerland",0
"sworn",1
"swx",0
"symbol",1.40563906222957
"symbolized",1.92192809488736
"symbols",1
"synchronization",0
"synchronize",0
"syndicate",2.15563906222957
"syndicating",1.58496250072116
"syndication",1.0949143184121
"syndtrak",0
"synthetic",0.650022421648354
"syria",0
"system",4.36537602900649
"systems",4.36111998971881
"systems”",0
"sze",0
"table",4.08192883712643
"tableau",0
"tables",2.58496250072116
"tadashi",0
"tag",0
"tagged",0
"tags",0
"tai",0
"tail”",0
"tailored",0
"taiwan",1.65002242164835
"takafumi",0
"takashima",0
"take",5.22002634433709
"takebashi",0
"taken",4.85770739890685
"takeover",1.84237099317711
"takes",4.19438848899739
"taking",4.62436629515776
"talent",0
"talking",0
"tallwood",0
"tamper",0
"tampering",0
"tan",0
"tang",0.970950594454669
"tangible",3.53166531083458
"tank",1.14883485428092
"tanks",1.66449777920046
"taobao",0
"tape",1.76096404744368
"taped",0
"tapes",2.37095059445467
"tardiness",0
"target",2.89629152904593
"targeting",0
"targets",0.970950594454669
"tariff",0.91829583405449
"tariffs",0.91829583405449
"tasks",1
"tasman",0.91829583405449
"tax",4.30367496741055
"tax’",0
"taxable",2.80549679369887
"taxation",2.9393538721672
"taxed",0
"taxes",4.31279015524238
"taxes”",0.811278124459133
"taxing",3.40869496956284
"taxpayer",1.45914791702724
"taylor",1
"tbd",0.721928094887362
"tea",1.58496250072116
"teachers",0
"team",1.75
"teaming",0
"teams",0
"tear",3.42906679857686
"technical",3.50891179993757
"technician",0
"technicians",0
"techniques",2.8073549220576
"technological",0
"technologies",2.38418371977919
"technologist",0
"technologists",0
"technology",3.58129535356727
"teck",0
"tecksien",0
"ted",0
"tel",2.03815968164595
"telecast",0
"telecom",0.439496986921513
"telecommunication",2.5
"telecommunications",2.82624525840261
"teleconference",0
"telecopied",0
"telecopier",1.92192809488736
"telecopy",2.32143852522039
"telefacsimile",0
"telefax",1.58496250072116
"telefaxed",0
"telegram",0.91829583405449
"telegraph",2.94770277922009
"telegraphic",0
"telenav",0
"telephone",4.11442410440237
"telephoned",0
"telephones",1
"telephonic",1.15677964944704
"telerate",0
"telesales",0
"telesis",0
"telesystem",0
"telesystems",0
"teletype",0
"television",2.25162916738782
"telex",1.91829583405449
"temasek",0
"temperature",1.11839272901036
"temperatures",0
"temporarily",3.16924869569523
"temporary",3.49468036840891
"tempur",0
"ten",4.83513211861294
"tenancies",1
"tenancy",2.32112747333719
"tenant",3.121008624243
"tenant’s",0
"tenant”",0
"tenant<U+FFFD>s",1
"tenants",2.93606085824848
"tenants’",0
"tenaska",0
"tencent",0
"tend",0
"tender",3.12256127741975
"tendered",2.19715972342415
"tendering",1
"tenders",1.37095059445467
"tenn",0
"tennessee",0.566509506552905
"tenor",2
"tension",0
"tentative",0
"tenth",1.90563906222957
"tenure",0
"term",4.88946995486639
"term’",0
"term”",0
"terminability",0
"terminable",1.37095059445467
"terminal",0.699842839886239
"terminate",5.18800986757603
"terminated",5.17050506327072
"terminates",3.97017552146434
"terminating",3.20281953111478
"termination",5.4118118883023
"terminations",0
"terminology",0
"terminus",0
"terms",5.46072166323696
"terraces",0
"territorial",1
"territories",1.58496250072116
"territory",3.1767381614157
"terror",1
"terrorism",3.07781953111478
"terrorist",0
"terrorists",0
"terry",0
"test",2.62718512744482
"testamentary",0
"tested",1.96096404744368
"testimony",0
"testing",2.11572861336616
"tests",1.35677964944704
"tetsuya",0
"texas",1.79248125036058
"text",1.78324743853251
"textual",0
"thacher",1
"thailand",0
"thalheim",0
"thanksgiving",1.5
"thatthe",0
"theater",0
"theft",3.41938194564637
"themba",0
"thence",0
"thenceforward",0
"theory",2.62351664121802
"therapeutic",0
"therapies",0
"therapy",0
"thereafter",4.92149860418808
"thereby",4.22099433718083
"therefor",4.56220012281046
"therefore",5.62637719655876
"therefrom",4.20212102128671
"therein",4.58043438729753
"thereof",4.89047982175769
"thereon",3.99000703370765
"thereto",4.55145014350442
"theretofore",2.91829583405449
"thereunder",4.24666235563726
"thereunto",2.52164063634332
"thereupon",2.66012975263326
"therewith",4.5309855418452
"thermal",0
"thermostats",0
"thfloor",0
"thickness",1
"thin",0.721928094887362
"thing",2.9689185639621
"things",4.85947314906733
"thinks",0
"thiola",0
"third",4.78202536932413
"thirdly",0
"thirds",1.9669171866887
"thirteen",0
"thirtieth",0
"thirty",4.70049395400911
"thisarticle",0
"thissection",1.80623892865339
"thissubsection",0
"thomas",1.92192809488736
"thomson",0
"thornton",0
"thoroughfare",0
"though",4.0755738301616
"thoughput",0
"thousand",3.21905224754439
"threat",2.28415912785142
"threaten",0
"threatened",4.25897404186062
"threatens",0.721928094887362
"threats",1.58496250072116
"three",5.0445476898263
"threshold",0.811278124459133
"threshold<U+FFFD>",0
"thresholds",0
"thrift",0
"throughout",4.30928406416741
"throughput",1.25162916738782
"throw",0
"thrown",1.92192809488736
"thursday",0
"thus",2.50325833477565
"tian",0
"tianjin",0
"tianshan",0
"ticker",0
"tickers",0
"ticket",0
"tickets",1
"ticor",0
"tier",0
"tigers",0
"tile",1.58496250072116
"tiled",0
"tiles",1.58496250072116
"tim",0
"time",5.11082289808803
"time”",0
"timed",0
"timeline",0
"timelines",1
"timely",4.57091673028189
"times",4.85387388531564
"timesharing",0
"timetable",0
"timing",3.45656476213095
"timonium",0
"timothy",1.5
"tires",1.92192809488736
"tis",0
"tissue",0
"title",4.90931448013776
"titled",0
"titles",3.30827083453526
"tmv",0
"toasters",0
"tobacco",2.49969814318441
"today",0
"todd",0
"toe",0
"toes",0
"toexhibit",0
"together",5.02076483258644
"toilet",1.45914791702724
"toiletries",1
"toilets",1.5
"tokyo",1.52192809488736
"toledo",0
"tolerance",0
"tolerances",0
"toll",0
"ton",0
"toner",0
"toners",1
"tonnage",0
"tons",0
"toodou",0
"took",2.58496250072116
"tool",0
"tools",2.41938194564637
"top",0.863120568566631
"topic",0
"topping",0
"tornado",1
"tornados",0
"tort",3.41896119556797
"tortious",0
"tortola",0
"torvalds",0
"tosection",0.970950594454669
"tosections",0
"tosubsection",0
"total",4.56558478475043
"totality",0
"totalling",0
"totally",2.25162916738782
"totals",0
"tour",1
"tournaments",0
"tow",0
"toward",3.08496250072116
"towards",1.70438145772449
"towel",0
"tower",2.72058277614601
"town",0
"townhouse",0
"townsend",0
"township",0.91829583405449
"toxic",3.56544837182083
"toxicity",0
"toxin",0
"track",1
"tracked",0
"tracker",0
"tracking",0
"tract",0.591672778582327
"tractor",0.91829583405449
"tracy",0
"trade",3.8592275237812
"traded",3.05033985849481
"trademark",2.77699147133237
"trademarks",3.48356176804
"tradename",0
"tradenames",1
"trades",1.14883485428092
"tradeshow",0
"trading",2.57092101971529
"traditional",0
"traffic",1.91829583405449
"trail",0.970950594454669
"trailer",0
"trailers",2.04643934467102
"trailing",0
"train",0
"trained",1
"training",3.10656508921513
"trains",0
"tran",0
"tranche",0.970950594454669
"tranches",1
"trans",0
"transact",1.58496250072116
"transacted",0
"transaction",4.24963624874462
"transaction”",1
"transactional",1
"transactions",4.28005557581548
"transactioon",0
"transacts",0
"transcosmos",0
"transcript",0
"transduction",0
"transfer",5.1757763393019
"transferability",2.15563906222957
"transferable",3.10869496956284
"transferee",3.77671172926121
"transferees",2.56038981089708
"transferor",2.70151969235298
"transferors",0
"transferrable",0.91829583405449
"transferred",4.90775704765714
"transferring",3.54973408794084
"transfers",4.53698808703935
"transformation",0
"transformer",0
"transgenes",0
"transgenomic",0
"transit",2.64643934467102
"transition",1.88037422580622
"transitioning",0
"translate",0.811278124459133
"translated",0.91829583405449
"translating",0
"translation",2.15596810214591
"translations",0.91829583405449
"transmission",3.76707368420428
"transmissions",0
"transmit",1.75
"transmits",1
"transmittal",1.26393342948563
"transmitted",2.768853837616
"transmitting",1
"transport",1.92192809488736
"transportation",2.92603742902008
"transported",1
"transporter",0
"transporters",0
"transporting",2.19715972342415
"traps",0.91829583405449
"trash",2.65866515107965
"travel",2.7329145639794
"travelling",1
"trays",0
"treas",0
"treasurer",2.46060577995379
"treasury",3.90240896060064
"treat",3.98977850058069
"treated",3.94707421475832
"treaties",0
"treating",1.91829583405449
"treatment",3.46443014164754
"treatments",0
"treats",0
"treaty",2.19908616511353
"treble",0
"trees",0
"trench",0
"trespass",1.84237099317711
"trial",4.12518052629374
"triangular",0
"tribal",0
"tribunal",3.07757263828177
"tribunals",0
"tribune",0
"tried",0
"trieu",0
"trigger",1.96847469237362
"triggered",2.41938194564637
"triggering",0
"trilegiant",0
"trim",0
"tripadvisor",0
"tripadvisorservice",0
"triple",0
"tropical",0
"trouble",2
"trousers",0
"truck",0.91829583405449
"trucks",2.2717822215998
"true",4.23304146806029
"truly",1.66449777920046
"trunk",0
"trust",4.89249863374817
"trustee",3.77105870217505
"trustees",3.21223992977816
"trustees’",0
"trusteeship",0
"trusts",2.23592635062903
"truth",1.79248125036058
"truthful",0
"truthfulness",1
"trw",0
"try",1
"tryon",1
"tsai",0
"tsca",0
"tsdn",0
"tsuda",0
"ttc",0
"tubes",1
"tudou",0
"tuesday",2
"tuite",0
"tuition",0
"tully",0
"turf",0
"turkey",0
"turn",1.79248125036058
"turned",1.92192809488736
"turnover",0
"turpitude",0
"twelfth",2.25162916738782
"twelve",4.40915180077726
"twentieth",0
"twenty",4.65126447327629
"twice",1.91829583405449
"two",5.20296167852118
"twon",0
"type",4.35626660210128
"typed",0
"types",3.76042120952199
"typewriting",0
"typhoon",0
"typical",2.48171457298607
"typically",2.58496250072116
"typist",0
"typo",0
"ucc",1.46381147135527
"ucp",0
"ultimate",2
"ultimately",2.15563906222957
"umbrella",1.92192809488736
"umler",0
"unable",4.72156700429579
"unacceptable",1
"unaccrued",0
"unaffected",0
"unaffiliated",2.44643934467102
"unamended",0
"unamortized",2.64643934467102
"unanimity",0
"unanimous",1.58496250072116
"unannounced",0
"unanticipated",0
"unapproved",0
"unaudited",2.83361702138839
"unauthorised",0
"unauthorized",3.5511911744657
"unavailability",0
"unavailable",3.02716911844062
"unavoidable",2
"unavoidably",0
"unaware",0
"unbonded",0
"uncalled",0
"uncashed",1
"uncertainties",0.811278124459133
"uncertainty",0.91829583405449
"uncertificated",0
"unchanged",1.92192809488736
"uncitral",1.58496250072116
"unclaimed",0
"uncollectible",0
"uncompleted",0
"unconditional",3.1493974703477
"unconditionally",3.31470901229435
"uncured",2.60538854220753
"undamaged",0
"undated",0
"undeclared",1
"undeliverable",0
"underfunded",0
"undergarments",0
"underground",1.37095059445467
"underloaded",0
"underlying",3.78088157500321
"underpayment",1
"underscores",0
"undersection",0
"underside",0
"undersigned",2.94532235434985
"undersigned’s",0
"understand",1.77321435509338
"understanding",4.49314980247381
"understandings",4.56709953619333
"understands",3.66791394400062
"understated",0.91829583405449
"understatement",1
"understood",4.38145346608292
"undertake",3.9746954079159
"undertaken",3.50759273792998
"undertakes",2.60623892865339
"undertaking",3.58796911368024
"undertakings",2.82488660355595
"underway",0
"underwriter",2.08281705014285
"underwriters",2.79211626940298
"underwrites",0
"underwriting",2.98698020874294
"underwritten",2.75750007046059
"undischarged",2
"undisclosed",0.91829583405449
"undismissed",2.32192809488736
"undisputed",1.5
"undivided",0
"undrawn",1.81127812445913
"unduly",1
"uneconomic",0
"unemployment",3.16992500144231
"unencrypted",0
"unencumbered",1
"unenforceability",3.51615064845435
"unenforceable",4.89264527849283
"unequivocally",0
"unethical",0
"unexecutable",0
"unexercised",1.58496250072116
"unexpected",1
"unexpired",2.32192809488736
"unfair",2.58496250072116
"unfairness",0
"unfavorable",1.45914791702724
"unfilled",1
"unfinished",0
"unfit",2.19715972342415
"unforeseeable",2.58496250072116
"unforeseen",2.94770277922009
"unfunded",1.9655962303576
"unger",0
"unhooked",0
"unicitral",0
"uniform",3.91059195811979
"uniformity",0
"uniformly",0
"uniforms",0.591672778582327
"unilateral",0
"unilaterally",1
"unimpaired",0
"unincorporated",3.85216872360328
"uninsured",0
"unintended",0
"unintentional",0
"union",2.09564773594873
"unions",0.811278124459133
"unique",1
"unissued",1.58496250072116
"unisys",0
"unit",3.84006183509123
"united",4.51289101027618
"uniting",0
"unitizer",0
"units",3.03559174602793
"universal",0
"university",2.01414676142273
"unjust",0
"unknown",2.0588138903312
"unlawful",3.54409790710612
"unlawfulness",0
"unlegended",0
"unless",5.15405166527992
"unlicensed",0
"unlikely",0
"unlimited",0
"unliquidated",2.0588138903312
"unload",1
"unloaded",0.650022421648354
"unloading",1.15893853235028
"unloads",0
"unlock",2
"unmarketable",0
"unmarried",0
"unmatured",2.25162916738782
"unmodified",3.02698683335929
"unmusical",0
"unnecessary",2.25162916738782
"unnoticed",0
"unoccupied",0.811278124459133
"unopened",0
"unpaid",3.5830735716308
"unpatentable",0
"unpatented",2.32192809488736
"unperformed",0
"unpleasant",1
"unpublished",2
"unqualified",1.5
"unrealised",0
"unrealized",0
"unreasonable",2.12192809488736
"unreasonably",4.74360566020898
"unrecorded",2
"unredacted",0
"unreduced",0.91829583405449
"unregistered",1.5
"unreimbursed",0.650022421648354
"unrelated",2.52164063634332
"unremedied",2.0403733936885
"unrentable",0
"unresctricted",0
"unreserved",1.1981174211304
"unresolved",0.914182838435214
"unrestricted",1.44462171388769
"unsafe",0
"unsatisfactory",0
"unsatisfied",0
"unscheduled",0
"unsecured",2.49546184423832
"unseemly",0
"unsettled",1
"unsold",1.5
"unsolicited",0
"unsolved",0
"unspecified",0
"unstayed",1.58496250072116
"unsubordinated",0
"unsubscribed",1.52192809488736
"unsuccessful",1
"unsuitable",0
"unsuspected",1
"untenantability",0
"untenantable",1.90563906222957
"untilfebruary",0
"unto",2
"untrue",3.84623756003493
"unusable",0.91829583405449
"unused",2.04643934467102
"unusual",1.58496250072116
"unusually",0
"unutilised",0
"unutilized",0
"unvested",1.58496250072116
"unwillingness",0
"unwind",0
"unwinding",0
"unworked",0
"unwritten",0
"unxis",0
"uofa",0
"upcoming",1
"update",2.58496250072116
"updated",2.50480038298234
"updates",2.26082031817166
"updating",1
"upfront",1.22439444540599
"upgrade",0
"upgraded",0
"upgrades",1.37095059445467
"upheavals",0
"upon",5.38834608246176
"upper",0
"ups",0.811278124459133
"upside",0
"upstream",0
"upward",0
"upwards",0.811278124459133
"urban",0.91829583405449
"urea",0
"urinals",1.58496250072116
"urine",0
"urls",0
"usa",2.68170640307612
"usable",1.44661666762821
"usage",1.9603555132264
"usages",0
"usap",0
"usbank",0
"usc",0
"usd",0
"use",4.69780117896746
"used",5.31129860092553
"useful",2.96096404744368
"user",2.75016347529749
"users",1.90631371386483
"uses",3.80039800825656
"using",4.60848515786338
"usual",3.25162916738782
"usually",1
"usury",1.84237099317711
"utah",0
"utilisation",0
"utilisations",0
"utilise",0
"utilised",0
"utilising",0
"utilities",3.43773300054516
"utility",3.50648437233226
"utilization",0
"utilize",3.66353275480425
"utilized",3.33717534112308
"utilizes",0
"utilizing",2.12808527889139
"utils",0
"utmost",0
"vacancies",1.14883485428092
"vacancy",1.6737949406954
"vacant",2.81507241011594
"vacate",2
"vacated",2.91829583405449
"vacates",2.23592635062903
"vacating",1.5
"vacation",1.98341398845434
"vacations",1.36096404744368
"vaccines",0
"vadim",0
"valdez",0
"valet",0
"valid",4.72466608249401
"validate",0
"validation",0.91829583405449
"validity",4.36253340194499
"validly",4.42195833864587
"valley",1.76595732094917
"valorem",2.41938194564637
"valuable",4.59467203236318
"valuables",0
"valuation",3.03140184539217
"value",4.85875643541294
"value”",1
"value<U+FFFD>",0
"valued",2.54978738152304
"values",1.5
"valuetrue",0
"valve",0
"valves",0.91829583405449
"van",1.68547529722733
"vance",0
"vancl",0
"vandalism",2.68872187554087
"vapors",0
"vardi",0
"variable",1.79248125036058
"variance",2.23592635062903
